IME ORGANIZACIJE / PRODUCENTA,IME V BAZI CULTURE.SI,CULTURE.SI POVEZAVA NA ČLANEK,DAVČNA ŠT.,STATUS organizacije (javna/zasebna),SEDEŽ ORGANIZACIJE,ZNESEK PODPORE EU (v EUR),Podpora EU za (tujega) vodjo projekta (v EUR),Država vodje projekta,Opombe,IME PROJEKTA,NAZIV RAZPISA (šifrant 1),PODROČJE PROJEKTA (šifrant 2),STATUS organizacije/producenta V PROJEKTU (Vodja / Partner),LETO razpisa (ko se pridobi podpora EU),Ime programa EU,Uradna oznaka oz. naziv razpisa,Opomba (podnaslov oz. kratek opis razpisa),Ime programa EU (F),Področje projekta (F),Šifra 2 (F)
CINEMANIA GROUP,Cinemania_Group,http://www.culture.si/en/Cinemania_Group,15628949,zasebna,Ljubljana,"€ 6.000,00",,,5 članov mreže,Massai - les guerriers de la pluie / Masaji,220,9,V,2004,MEDIA Plus (2001-2006),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
CINEMANIA GROUP,Cinemania_Group,http://www.culture.si/en/Cinemania_Group,15628949,zasebna,Ljubljana,"€ 6.000,00",,,,"Good bye, Lenin / Zbogom, Lenin!",220,9,V,2004,MEDIA Plus (2001-2006),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
A.G.MARKET,A G Market/Art Vision,http://www.culture.si/en/A_G_Market/Art_Vision,34910689,zasebna,Ljubljana,"€ 5.000,00","€ 295.704,00",AT,,Torremolinos 73 / Erotične počitnice 73,220,9,V,2004,MEDIA Plus (2001-2006),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
CANKARJEV DOM,"Cankarjev_dom,_Cultural_and_Congress_Centre","http://www.culture.si/en/Cankarjev_dom,_Cultural_and_Congress_Centre",27164136,javna,Ljubljana,"€ 5.000,00","€ 2.249.000,00",,,Brodeuses / Vezilja,220,9,V,2004,MEDIA Plus (2001-2006),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
CANKARJEV DOM,"Cankarjev_dom,_Cultural_and_Congress_Centre","http://www.culture.si/en/Cankarjev_dom,_Cultural_and_Congress_Centre",27164136,javna,Ljubljana,"€ 5.000,00",,,,Schultze Gets the Blues / Schultze dela blues,220,9,V,2004,MEDIA Plus (2001-2006),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
CINEMANIA GROUP,Cinemania_Group,http://www.culture.si/en/Cinemania_Group,15628949,zasebna,Ljubljana,"€ 5.000,00",,,5 članov mreže,Lilja 4-ever / Za vedno Lilja,220,9,V,2004,MEDIA Plus (2001-2006),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
CINEMANIA GROUP,Cinemania_Group,http://www.culture.si/en/Cinemania_Group,15628949,zasebna,Ljubljana,"€ 5.000,00","€ 98.437,00",IT,,Nine Songs  / Devet orgazmov,220,9,V,2004,MEDIA Plus (2001-2006),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
A.G.MARKET,A G Market/Art Vision,http://www.culture.si/en/A_G_Market/Art_Vision,34910689,zasebna,Ljubljana,"€ 4.000,00","€ 52.628,00",ES,,Wilbur Wants to Kill Himself / Wilbur se hoče ubiti,220,9,V,2004,MEDIA Plus (2001-2006),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
CANKARJEV DOM,"Cankarjev_dom,_Cultural_and_Congress_Centre","http://www.culture.si/en/Cankarjev_dom,_Cultural_and_Congress_Centre",27164136,javna,Ljubljana,"€ 4.000,00",,,,25 Degres en hiver / 25 stopinj pozimi,220,9,V,2004,MEDIA Plus (2001-2006),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
CINEMANIA GROUP,Cinemania_Group,http://www.culture.si/en/Cinemania_Group,15628949,zasebna,Ljubljana,"€ 4.000,00",,,5 članov mreže,Mondovino / Svet vina,220,9,V,2004,MEDIA Plus (2001-2006),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
FIVIA,Cenex/Fivia,http://www.culture.si/en/Cenex/Fivia,38788152,zasebna,Vojnik,"€ 3.500,00","€ 140.000,00",IT,,5 X 2,220,9,V,2004,MEDIA Plus (2001-2006),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
Zavod Flota,Flota_Institute,http://www.culture.si/en/Flota_Institute,63717026,zasebna,Murska Sobota,,,,,SEAS: Phase II-Production ,11,2,P,2004,Kultura 2000 (2000-2006),Akcija 1,AKCIJA 1 – Enoletni projekti sodelovanja (do 12 mesecev),Kultura 2000 (2000-2006) ali Kultura (2007-2013),uprizoritvene umetnosti,uprizoritvene umetnosti
Zavod Muzeum,Muzeum_Institute,http://www.culture.si/en/Muzeum_Institute,39090043,zasebna,Ljubljana,,,,,The gesture in the cultural heritage of Europe,11,2,P,2004,Kultura 2000 (2000-2006),Akcija 1,AKCIJA 1 – Enoletni projekti sodelovanja (do 12 mesecev),Kultura 2000 (2000-2006) ali Kultura (2007-2013),uprizoritvene umetnosti,uprizoritvene umetnosti
KID KIBLA,KIBLA_Multimedia_Centre,http://www.culture.si/en/KIBLA_Multimedia_Centre,93057237,zasebna,Maribor,,"€ 214.938,00",AT,,TRG – Transient Reality Generators,11,3,P,2004,Kultura 2000 (2000-2006),Akcija 1,AKCIJA 1 – Enoletni projekti sodelovanja (do 12 mesecev),Kultura 2000 (2000-2006) ali Kultura (2007-2013),vizualne umetnosti,vizualne umetnosti
Zavod Marš (Radio Marš),Mariborski radio Študent (MARŠ),http://www.culture.si/en/Mariborski_radio_%C5%A0tudent_(MAR%C5%A0),56788606,,Maribor,,,,,ALME ,15,40,P,2004,Kultura 2000 (2000-2006),Akcija 2,AKCIJA 2 – Večletni projekti s sporazumom o sodelovanju (od 24 do 36 mesecev),Kultura 2000 (2000-2006) ali Kultura (2007-2013),"knjiga, branje, prevajanje ","knjiga, branje, prevajanje - projekt sodelovanja"
Mednarodni inštitut za turizem,x,,,zasebna,Ljubljana,,,,,GOTHICmed: A Virtual Museum of Mediterranean Gothic Architecture,15,1,P,2004,Kultura 2000 (2000-2006),Akcija 2,AKCIJA 2 – Večletni projekti s sporazumom o sodelovanju (od 24 do 36 mesecev),Kultura 2000 (2000-2006) ali Kultura (2007-2013),kulturna dediščina,kulturna dediščina
Regionalna razvojna agencija Celje,"Celje Regional Development Agency, Savinjska Region","http://www.culture.si/en/Celje_Regional_Development_Agency,_Savinjska_Region",47373873,zasebna,Celje,,"€ 149.596,00",IT,,"Dynamic and professional educational centres for
executive cultural management",11,1,P,2004,Kultura 2000 (2000-2006),Akcija 1,AKCIJA 1 – Enoletni projekti sodelovanja (do 12 mesecev),Kultura 2000 (2000-2006) ali Kultura (2007-2013),kulturna dediščina,kulturna dediščina
"Univerza na Primorskem, ZRS, Inštitut za dediščino Sredozemlja","Institute for Mediterranean Humanities and Social Studies, SRC Koper","http://www.culture.si/en/Institute_for_Mediterranean_Humanities_and_Social_Studies,_SRC_Koper",,javna,Koper,,,,,European Fluvial Heritage,11,1,P,2004,Kultura 2000 (2000-2006),Akcija 1,AKCIJA 1 – Enoletni projekti sodelovanja (do 12 mesecev),Kultura 2000 (2000-2006) ali Kultura (2007-2013),kulturna dediščina,kulturna dediščina
"Univerza na Primorskem, ZRS, Inštitut za dediščino Sredozemlja","Institute for Mediterranean Humanities and Social Studies, SRC Koper","http://www.culture.si/en/Institute_for_Mediterranean_Humanities_and_Social_Studies,_SRC_Koper",,javna,Koper,,,,,From Underwater to Public Attention,11,1,P,2004,Kultura 2000 (2000-2006),Akcija 1,AKCIJA 1 – Enoletni projekti sodelovanja (do 12 mesecev),Kultura 2000 (2000-2006) ali Kultura (2007-2013),kulturna dediščina,kulturna dediščina
"Univerza v Ljubljani, Filozofska fakulteta, Odd. za arheologijo","Department of Archaeology, University of Ljubljana","http://www.culture.si/en/Department_of_Archaeology,_University_of_Ljubljana",,javna,Ljubljana,,,,,AlpiNet – Apline Network for Archeological Sciences,15,1,P,2004,Kultura 2000 (2000-2006),Akcija 2,AKCIJA 2 – Večletni projekti s sporazumom o sodelovanju (od 24 do 36 mesecev),Kultura 2000 (2000-2006) ali Kultura (2007-2013),kulturna dediščina,kulturna dediščina
"ZRC SAZU - Slovenska akademija znanosti in umetnosti, Inštitut za raziskovanje Krasa","Scientific Research Centre (ZRC SAZU), Slovene Academy of Science and Arts","http://www.culture.si/en/Scientific_Research_Centre_%28ZRC_SAZU%29,_Slovene_Academy_of_Science_and_Arts",54785758,javna,Postojna,,,,,Karstic Cultural Landscapes,11,1,P,2004,Kultura 2000 (2000-2006),Akcija 1,AKCIJA 1 – Enoletni projekti sodelovanja (do 12 mesecev),Kultura 2000 (2000-2006) ali Kultura (2007-2013),kulturna dediščina,kulturna dediščina
KID KIBLA,KIBLA_Multimedia_Centre,http://www.culture.si/en/KIBLA_Multimedia_Centre,93057237,zasebna,Maribor,,"€ 149.839,00",PL,,e-Agora,11,2,P,2004,Kultura 2000 (2000-2006),Akcija 1,AKCIJA 1 – Enoletni projekti sodelovanja (do 12 mesecev),Kultura 2000 (2000-2006) ali Kultura (2007-2013),uprizoritvene umetnosti,uprizoritvene umetnosti
Casablanca d.o.o.,Casablanca_Productions,http://www.culture.si/en/Casablanca_Productions,41501527,zasebna,Ljubljana,"€ 45.000,00",,,,Bizgeci / Beezes (serija),210,8,V,2005,MEDIA Plus (2001-2006),Razvoj projektov - TV predvajanje,"Podpora za neodvisne AV producente pri produkciji filmov, pri katerih sodelujejo vsaj tri televizijske hiše iz več držav članic Evropske unije",MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,podpora za producente 
"Univerza na Primorskem, ZRS, Inštitut za dediščino Sredozemlja","Institute for Mediterranean Humanities and Social Studies, SRC Koper","http://www.culture.si/en/Institute_for_Mediterranean_Humanities_and_Social_Studies,_SRC_Koper",,javna,Koper,"€ 139.487,60",,,,"Heritage of Serenissima (II): Presentation of
the architectural and archaeological remains of the Venetian Republic ",11,1,V,2005,Kultura 2000 (2000-2006),Akcija 1,AKCIJA 1 – Enoletni projekti sodelovanja (do 12 mesecev),Kultura 2000 (2000-2006) ali Kultura (2007-2013),kulturna dediščina,kulturna dediščina
Zavod za gradbeništvo Slovenije,x,,43950019,javna,Ljubljana,"€ 114.322,72",,,,"Revitalisation of the Carthusian Monastery of
Žiče",14,1,V,2005,Kultura 2000 (2000-2006),Akcija 3,AKCIJA 3 – Evropski laboratoriji kulturne dediščine,Kultura 2000 (2000-2006) ali Kultura (2007-2013),kulturna dediščina,kulturna dediščina
Glasbeno društvo Slowind,Slowind_Quintet,http://www.culture.si/en/Slowind_Quintet,84748478,zasebna,Ljubljana,"€ 99.406,00",,,,Slowind Festival of Contemporary Music 2005,11,2,V,2005,Kultura 2000 (2000-2006),Akcija 1,AKCIJA 1 – Enoletni projekti sodelovanja (do 12 mesecev),Kultura 2000 (2000-2006) ali Kultura (2007-2013),uprizoritvene umetnosti,uprizoritvene umetnosti
QOLLECTIVE d.o.o. ,x,,72538830,zasebna,Ljubljana,"€ 80.000,00",,,,Wai,190,8,V,2005,MEDIA Plus (2001-2006),Razvoj projektov - samostojni projekti,Podpora za neodvisne AV producente pri razvoju samostojnega filmskega projekta,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,podpora za producente 
Občina Idrija,Municipality of Idrija,http://www.culture.si/en/Idrija_Municipality,,javna,Idrija,"€ 51.288,00",,,,Land of Lace,11,1,V,2005,Kultura 2000 (2000-2006),Akcija 1,AKCIJA 1 – Enoletni projekti sodelovanja (do 12 mesecev),Kultura 2000 (2000-2006) ali Kultura (2007-2013),kulturna dediščina,kulturna dediščina
Študentska založba,Študentska_založba_Publishing_House,http://www.culture.si/en/%C5%A0tudentska_zalo%C5%BEba_Publishing_House,12683485,zasebna,Ljubljana,"€ 47.705,45",,,,Koda in Claritas,13,41,V,2005,Kultura 2000 (2000-2006),Akcija 1,AKCIJA 1 – Prevodni projekti (4 do 10 del; evropsko leposlovje in humanistika),Kultura 2000 (2000-2006) ali Kultura (2007-2013),"knjiga, branje, prevajanje","knjiga, branje, prevajanje - projekt prevajanja"
CINEMANIA GROUP,Cinemania_Group,http://www.culture.si/en/Cinemania_Group,15628949,zasebna,Ljubljana,"€ 44.613,00",,,,Avtomatična distribucija v 2005,230,9,V,2005,MEDIA Plus (2001-2006),Distribucija - avtomatična shema,Podpora distributerjem za ponovne naložbe v koprodukcijo ali distribucijo nenacionalnih filmov iz drugih evropskih držav; temelji na  doseženih rezultatih distribucije tujih evropskih filmov v preteklem letu,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
Študentska založba,Študentska_založba_Publishing_House,http://www.culture.si/en/%C5%A0tudentska_zalo%C5%BEba_Publishing_House,12683485,zasebna,Ljubljana,"€ 40.850,16",,,,Beletrina,13,41,V,2005,Kultura 2000 (2000-2006),Akcija 1,AKCIJA 1 – Prevodni projekti (4 do 10 del; evropsko leposlovje in humanistika),Kultura 2000 (2000-2006) ali Kultura (2007-2013),"knjiga, branje, prevajanje","knjiga, branje, prevajanje - projekt prevajanja"
Društvo izgnancev Slovenije 1941–1945,x,,84780347,zasebna,Ljubljana,"€ 38.934,00",,,,"Museum and Documentation Center on Nazi and
Fascist Terror",17,1,V,2005,Kultura 2000 (2000-2006),Druge akcije,"DRUGE AKCIJE – Podpora za kulturne organizacije, ki delujejo v evropskem interesu: ""Akcija ohranjanja in obeležitve krajev in arhivov, povezanih z deportacijami""",Kultura 2000 (2000-2006) ali Kultura (2007-2013),kulturna dediščina,kulturna dediščina
A ATALANTA,A-Atalanta,http://www.culture.si/en/A-Atalanta,80207910,zasebna,Ljubljana,"€ 30.000,00",,,5 članov mreže,Polnjene bučke z Leninovimi možgani,190,8,V,2005,MEDIA Plus (2001-2006),Razvoj projektov - samostojni projekti,Podpora za neodvisne AV producente pri razvoju samostojnega filmskega projekta,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,podpora za producente 
Bela film d.o.o.,Bela_Film_Ltd,http://www.culture.si/en/Bela_Film_Ltd,66860954,zasebna,Ljubljana,"€ 30.000,00",,,Znesek je v času priprave podatkov neuraden in ga uporabljamo z dovoljenjem pristojnih v združenju Europa Cinemas. Uradno potrjen znesek dodeljene podpore bo znan septembra 2013.,Instalacija ljubezni,190,8,V,2005,MEDIA Plus (2001-2006),Razvoj projektov - samostojni projekti,Podpora za neodvisne AV producente pri razvoju samostojnega filmskega projekta,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,podpora za producente 
Gustav film ,Gustav_Film,http://www.culture.si/en/Gustav_Film,62293389,zasebna,Ljubljana,"€ 30.000,00",,,,Tea,190,8,V,2005,MEDIA Plus (2001-2006),Razvoj projektov - samostojni projekti,Podpora za neodvisne AV producente pri razvoju samostojnega filmskega projekta,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,podpora za producente 
"CANKARJEV DOM Kulturni in kongresni center, Ljubljana","Cankarjev_dom,_Cultural_and_Congress_Centre","http://www.culture.si/en/Cankarjev_dom,_Cultural_and_Congress_Centre",27164136,javna,Ljubljana,"€ 30.000,00",,,,15. LIFFE - Ljubljanski mednarodni filmski festival / Ljubljana International Film Festival,250,10,V,2005,MEDIA Plus (2001-2006),Festivali - enoletna podpora,Podpora za organizacijo AV festivalov - enoletna podpora,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,festivali
Art kino mreža Slovenije,Art Cinema Network,http://www.culture.si/en/Art_Cinema_Network,24146170,zasebna,Slovenj Gradec,"€ 21.116,00",,,12 članov mreže,Prikazovanje evropskih filmov v 2004,270,11,V,2005,MEDIA Plus (2001-2006),Mreža Europa Cinemas,Europa Cinemas podpora za kinematografsko prikazovanje evropskih AV del ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,prikazovanje
Arsmedia,Arsmedia,http://www.culture.si/en/Arsmedia,58203087,zasebna,Ljubljana,"€ 20.000,00",,,5 članov mreže,Žiga Herberstein - Moskovski zapisi,190,8,V,2005,MEDIA Plus (2001-2006),Razvoj projektov - samostojni projekti,Podpora za neodvisne AV producente pri razvoju samostojnega filmskega projekta,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,podpora za producente 
FORUM LJUBLJANA,Forum_Ljubljana,http://www.culture.si/en/Forum_Ljubljana,54830125,zasebna,Ljubljana,"€ 20.000,00",,,,Skupaj,190,8,V,2005,MEDIA Plus (2001-2006),Razvoj projektov - samostojni projekti,Podpora za neodvisne AV producente pri razvoju samostojnega filmskega projekta,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,podpora za producente 
PETRA PAN FILM PRODUCTION,x,,42768691,zasebna,Ljubljana,"€ 15.000,00",,,,Babice revolucije / Grandmothers of Revolution,190,8,V,2005,MEDIA Plus (2001-2006),Razvoj projektov - samostojni projekti,Podpora za neodvisne AV producente pri razvoju samostojnega filmskega projekta,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,podpora za producente 
FIVIA,Cenex/Fivia,http://www.culture.si/en/Cenex/Fivia,38788152,zasebna,Vojnik,"€ 10.079,00",,,,Avtomatična distribucija v 2005,230,9,V,2005,MEDIA Plus (2001-2006),Distribucija - avtomatična shema,Podpora distributerjem za ponovne naložbe v koprodukcijo ali distribucijo nenacionalnih filmov iz drugih evropskih držav; temelji na  doseženih rezultatih distribucije tujih evropskih filmov v preteklem letu,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
A.G.MARKET,A G Market/Art Vision,http://www.culture.si/en/A_G_Market/Art_Vision,34910689,zasebna,Ljubljana,"€ 9.195,00",,,5 članov mreže,Avtomatična distribucija v 2005,230,9,V,2005,MEDIA Plus (2001-2006),Distribucija - avtomatična shema,Podpora distributerjem za ponovne naložbe v koprodukcijo ali distribucijo nenacionalnih filmov iz drugih evropskih držav; temelji na  doseženih rezultatih distribucije tujih evropskih filmov v preteklem letu,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
Zavod Otok,Otok_Cultural_Institute,http://www.culture.si/en/Otok_Cultural_Institute,40296075,zasebna,Ljubljana,"€ 7.000,00",,,,Cesky Sen / Češke sanje,220,9,V,2005,MEDIA Plus (2001-2006),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
CINEMANIA GROUP,Cinemania_Group,http://www.culture.si/en/Cinemania_Group,15628949,zasebna,Ljubljana,"€ 6.000,00",,,,De battre mon coeur s'est arrete / Biti je nehalo moje srce,220,9,V,2005,MEDIA Plus (2001-2006),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
CINEMANIA GROUP,Cinemania_Group,http://www.culture.si/en/Cinemania_Group,15628949,zasebna,Ljubljana,"€ 6.000,00",,,,Sommersturm / Poletna nevihta,220,9,V,2005,MEDIA Plus (2001-2006),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
